,Unnamed: 0,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,Year,Month,Date
189091,189091,VANCOUVER INT'L A,49.195,-123.182,BC,2.3,0.0,-1.9,11.8,0.0,-6.0,0.0,11.5,0.0,104.0,86.9,0.0,52.0,0.0,10.0,61.0,0.0,101.0,487.4,0.0,1108447,1977,1,1977-01-01
189319,189319,SAANICHTON CDA,48.698,-123.594,BC,9.7,0.0,-0.6,16.1,0.0,2.8,0.0,0.0,0.0,0.0,68.2,0.0,73.0,0.0,9.0,126.0,0.0,105.0,255.8,0.0,1016940,1977,10,1977-10-01
189328,189328,VICTORIA GONZALES HTS,48.417,-123.317,BC,10.2,0.0,,16.7,0.0,5.0,0.0,0.0,0.0,,38.2,0.0,,0.0,5.0,143.5,0.0,,242.1,0.0,1018610,1977,10,1977-10-01
189331,189331,VICTORIA INT'L A,48.647,-123.426,BC,9.1,0.0,-0.9,16.7,0.0,1.3,0.0,0.0,0.0,0.0,54.6,0.0,62.0,0.0,10.0,137.8,0.0,101.0,276.5,0.0,1018620,1977,10,1977-10-01
189500,189500,PRINCE GEORGE A,53.891,-122.679,BC,5.2,0.0,0.7,16.2,0.0,-8.4,0.0,2.6,0.0,33.0,23.8,0.0,38.0,0.0,6.0,108.3,0.0,100.0,397.0,0.0,1096450,1977,10,1977-10-01
189572,189572,VANCOUVER HARBOUR CS,49.296,-123.122,BC,10.5,0.0,,17.5,0.0,4.8,0.0,0.0,0.0,,134.9,0.0,,,14.0,,,,232.7,0.0,1108446,1977,10,1977-10-01
189573,189573,VANCOUVER INT'L A,49.195,-123.182,BC,9.5,0.0,-0.8,17.1,0.0,0.5,0.0,0.0,0.0,0.0,89.4,0.0,74.0,0.0,15.0,134.5,0.0,111.0,262.4,0.0,1108447,1977,10,1977-10-01
189793,189793,SAANICHTON CDA,48.698,-123.594,BC,5.6,0.0,-1.0,16.1,0.0,-2.8,0.0,6.4,0.0,853.0,182.3,0.0,117.0,0.0,16.0,76.1,0.0,115.0,372.1,0.0,1016940,1977,11,1977-11-01
189802,189802,VICTORIA GONZALES HTS,48.417,-123.317,BC,6.2,0.0,,15.0,0.0,-4.4,0.0,4.9,0.0,,127.5,0.0,,0.0,15.0,83.9,0.0,,354.1,0.0,1018610,1977,11,1977-11-01
189805,189805,VICTORIA INT'L A,48.647,-123.426,BC,5.0,0.0,-1.4,16.4,0.0,-6.1,0.0,8.6,0.0,182.0,189.9,0.0,124.0,0.0,16.0,83.3,0.0,115.0,389.7,0.0,1018620,1977,11,1977-11-01
189976,189976,PRINCE GEORGE A,53.891,-122.679,BC,-4.4,0.0,-2.0,13.4,0.0,-23.7,0.0,35.8,0.0,99.0,36.0,0.0,65.0,5.0,9.0,100.4,0.0,196.0,673.2,0.0,1096450,1977,11,1977-11-01
190048,190048,VANCOUVER HARBOUR CS,49.296,-123.122,BC,5.8,0.0,,14.6,0.0,-6.2,0.0,3.0,0.0,,273.7,0.0,,,18.0,,,,366.3,0.0,1108446,1977,11,1977-11-01
190049,190049,VANCOUVER INT'L A,49.195,-123.182,BC,5.0,0.0,-1.4,14.8,0.0,-8.1,0.0,5.5,0.0,173.0,173.2,0.0,92.0,0.0,16.0,93.7,0.0,155.0,390.9,0.0,1108447,1977,11,1977-11-01
190270,190270,SAANICHTON CDA,48.698,-123.594,BC,3.9,0.0,-0.6,12.8,0.0,-2.8,0.0,3.6,0.0,54.0,121.3,0.0,86.0,0.0,15.0,53.2,0.0,111.0,438.5,0.0,1016940,1977,12,1977-12-01
190278,190278,VICTORIA GONZALES HTS,48.417,-123.317,BC,4.6,0.0,,11.9,0.0,-1.1,0.0,3.2,0.0,,86.7,0.0,,0.0,17.0,70.8,0.0,,414.1,0.0,1018610,1977,12,1977-12-01
190281,190281,VICTORIA INT'L A,48.647,-123.426,BC,3.2,0.0,-0.8,13.3,0.0,-5.5,0.0,8.7,0.0,63.0,141.4,0.0,99.0,0.0,15.0,65.7,0.0,111.0,458.3,0.0,1018620,1977,12,1977-12-01
190451,190451,PRINCE GEORGE A,53.891,-122.679,BC,-14.3,0.0,-7.1,4.8,0.0,-36.6,0.0,52.9,0.0,111.0,41.7,0.0,95.0,24.0,10.0,39.3,0.0,90.0,1001.8,0.0,1096450,1977,12,1977-12-01
190524,190524,VANCOUVER HARBOUR CS,49.296,-123.122,BC,3.9,0.0,,10.9,0.0,-2.6,0.0,3.5,0.0,,187.1,0.0,,,15.0,,,,438.4,0.0,1108446,1977,12,1977-12-01
190525,190525,VANCOUVER INT'L A,49.195,-123.182,BC,2.9,0.0,-0.6,13.3,0.0,-5.7,0.0,9.9,0.0,67.0,165.0,0.0,102.0,0.0,15.0,73.5,0.0,130.0,467.1,0.0,1108447,1977,12,1977-12-01
190749,190749,SAANICHTON CDA,48.698,-123.594,BC,7.3,0.0,2.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,71.1,0.0,79.0,0.0,11.0,79.3,0.0,95.0,300.5,0.0,1016940,1977,2,1977-02-01
190760,190760,VICTORIA GONZALES HTS,48.417,-123.317,BC,7.7,0.0,,13.5,0.0,2.0,0.0,0.0,0.0,,29.0,0.0,,0.0,7.0,101.7,0.0,,287.7,0.0,1018610,1977,2,1977-02-01
190763,190763,VICTORIA INT'L A,48.647,-123.426,BC,6.6,0.0,1.5,14.4,0.0,-1.9,0.0,0.0,0.0,0.0,72.7,0.0,81.0,0.0,13.0,95.9,0.0,100.0,320.5,0.0,1018620,1977,2,1977-02-01
190935,190935,PRINCE GEORGE A,53.891,-122.679,BC,0.5,0.0,5.5,10.8,0.0,-11.6,0.0,5.0,0.0,18.0,19.3,0.0,65.0,0.0,6.0,77.6,0.0,92.0,489.6,0.0,1096450,1977,2,1977-02-01
191005,191005,VANCOUVER HARBOUR CS,49.296,-123.122,BC,7.5,0.0,,13.8,0.0,1.2,0.0,0.7,0.0,,125.6,0.0,,,15.0,,,,293.7,0.0,1108446,1977,2,1977-02-01
191006,191006,VANCOUVER INT'L A,49.195,-123.182,BC,6.7,0.0,1.8,14.3,0.0,-1.7,0.0,0.0,0.0,0.0,79.1,0.0,76.0,0.0,12.0,71.2,0.0,78.0,315.6,0.0,1108447,1977,2,1977-02-01
191234,191234,SAANICHTON CDA,48.698,-123.594,BC,5.9,0.0,-1.2,11.7,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,129.0,0.0,14.0,114.8,0.0,89.0,375.5,0.0,1016940,1977,3,1977-03-01
191245,191245,VICTORIA GONZALES HTS,48.417,-123.317,BC,6.7,0.0,,12.4,0.0,0.5,0.0,0.8,0.0,,73.9,0.0,,0.0,11.0,134.3,0.0,,351.1,0.0,1018610,1977,3,1977-03-01
191248,191248,VICTORIA INT'L A,48.647,-123.426,BC,5.6,0.0,-1.2,12.6,0.0,-2.6,0.0,0.6,0.0,18.0,124.8,0.0,159.0,0.0,15.0,124.2,0.0,85.0,385.5,0.0,1018620,1977,3,1977-03-01
191421,191421,PRINCE GEORGE A,53.891,-122.679,BC,0.4,0.0,0.6,9.6,0.0,-9.4,0.0,28.2,0.0,136.0,30.9,0.0,104.0,2.0,12.0,115.0,0.0,75.0,545.4,0.0,1096450,1977,3,1977-03-01
191492,191492,VANCOUVER HARBOUR CS,49.296,-123.122,BC,6.4,0.0,,11.1,0.0,0.6,0.0,0.5,0.0,,104.6,0.0,,,16.0,,,,359.5,0.0,1108446,1977,3,1977-03-01
191493,191493,VANCOUVER INT'L A,49.195,-123.182,BC,6.0,0.0,-0.9,12.6,0.0,-1.7,0.0,3.9,0.0,169.0,80.0,0.0,70.0,0.0,15.0,127.4,0.0,95.0,372.6,0.0,1108447,1977,3,1977-03-01
191723,191723,SAANICHTON CDA,48.698,-123.594,BC,9.7,0.0,0.4,20.0,0.0,0.6,0.0,0.0,0.0,,24.7,0.0,48.0,0.0,5.0,197.2,0.0,117.0,249.1,0.0,1016940,1977,4,1977-04-01
191734,191734,VICTORIA GONZALES HTS,48.417,-123.317,BC,9.9,0.0,,20.4,0.0,3.4,0.0,0.0,0.0,,25.2,0.0,,0.0,5.0,232.9,0.0,,242.0,0.0,1018610,1977,4,1977-04-01
191737,191737,VICTORIA INT'L A,48.647,-123.426,BC,9.1,0.0,0.1,20.0,0.0,-0.6,0.0,0.0,0.0,0.0,27.5,0.0,57.0,0.0,6.0,215.4,0.0,113.0,266.1,0.0,1018620,1977,4,1977-04-01
191908,191908,PRINCE GEORGE A,53.891,-122.679,BC,6.7,0.0,1.6,29.7,0.0,-6.3,0.0,1.2,0.0,16.0,26.4,0.0,73.0,0.0,6.0,217.0,0.0,106.0,339.6,0.0,1096450,1977,4,1977-04-01
191978,191978,VANCOUVER HARBOUR CS,49.296,-123.122,BC,10.4,0.0,,21.3,0.0,2.8,0.0,0.0,0.0,,75.6,0.0,,,11.0,,,,228.0,0.0,1108446,1977,4,1977-04-01
191979,191979,VANCOUVER INT'L A,49.195,-123.182,BC,9.6,0.0,0.2,22.7,0.0,1.1,0.0,0.0,0.0,0.0,56.3,0.0,64.0,0.0,9.0,202.0,0.0,109.0,251.6,0.0,1108447,1977,4,1977-04-01
192205,192205,SAANICHTON CDA,48.698,-123.594,BC,10.6,0.0,-1.7,18.9,0.0,-0.6,0.0,0.0,0.0,,25.2,0.0,61.0,0.0,8.0,197.9,0.0,88.0,230.6,0.0,1016940,1977,5,1977-05-01
192216,192216,VICTORIA GONZALES HTS,48.417,-123.317,BC,10.6,0.0,,17.4,0.0,4.4,0.0,0.0,0.0,,12.0,0.0,,0.0,5.0,225.2,0.0,,229.0,0.0,1018610,1977,5,1977-05-01
192219,192219,VICTORIA INT'L A,48.647,-123.426,BC,10.6,0.0,-1.5,19.0,0.0,0.6,0.0,0.0,0.0,,26.9,0.0,72.0,0.0,7.0,210.4,0.0,87.0,229.8,0.0,1018620,1977,5,1977-05-01
192390,192390,PRINCE GEORGE A,53.891,-122.679,BC,9.2,0.0,-0.8,21.7,0.0,-1.3,0.0,0.0,0.0,0.0,65.0,0.0,133.0,0.0,7.0,222.1,0.0,90.0,271.5,0.0,1096450,1977,5,1977-05-01
192461,192461,VANCOUVER HARBOUR CS,49.296,-123.122,BC,11.7,0.0,,18.9,0.0,5.8,0.0,0.0,0.0,,122.7,0.0,,,17.0,,,,195.4,0.0,1108446,1977,5,1977-05-01
192462,192462,VANCOUVER INT'L A,49.195,-123.182,BC,11.4,0.0,-1.4,19.1,0.0,4.1,0.0,0.0,0.0,,72.3,0.0,111.0,0.0,10.0,211.8,0.0,95.0,205.7,0.0,1108447,1977,5,1977-05-01
192688,192688,SAANICHTON CDA,48.698,-123.594,BC,14.8,0.0,-0.2,26.7,0.0,2.8,0.0,0.0,0.0,,3.1,0.0,9.0,0.0,1.0,310.8,0.0,135.0,100.2,3.2,1016940,1977,6,1977-06-01
192699,192699,VICTORIA GONZALES HTS,48.417,-123.317,BC,13.8,0.0,,24.0,0.0,6.4,0.0,0.0,0.0,,4.4,0.0,,0.0,2.0,327.0,0.0,,125.0,0.0,1018610,1977,6,1977-06-01
192702,192702,VICTORIA INT'L A,48.647,-123.426,BC,14.3,0.0,-0.5,27.1,0.0,2.9,0.0,0.0,0.0,,3.3,0.0,11.0,0.0,1.0,324.7,0.0,129.0,111.4,0.7,1018620,1977,6,1977-06-01
192872,192872,PRINCE GEORGE A,53.891,-122.679,BC,13.1,0.0,-0.7,28.8,0.0,0.1,0.0,0.0,0.0,,54.3,0.0,83.0,0.0,12.0,281.1,0.0,112.0,149.9,1.4,1096450,1977,6,1977-06-01
192943,192943,VANCOUVER HARBOUR CS,49.296,-123.122,BC,16.0,0.0,,26.3,0.0,7.9,0.0,0.0,0.0,,32.0,0.0,,,6.0,,,,61.9,2.8,1108446,1977,6,1977-06-01
192944,192944,VANCOUVER INT'L A,49.195,-123.182,BC,15.3,0.0,-0.4,25.1,0.0,6.1,0.0,0.0,0.0,,19.4,0.0,36.0,0.0,4.0,308.0,0.0,136.0,82.7,1.7,1108447,1977,6,1977-06-01
193167,193167,SAANICHTON CDA,48.698,-123.594,BC,16.0,0.0,-1.0,27.8,0.0,6.7,0.0,0.0,0.0,,12.8,0.0,63.0,0.0,4.0,300.9,0.0,104.0,66.5,5.0,1016940,1977,7,1977-07-01
193177,193177,VICTORIA GONZALES HTS,48.417,-123.317,BC,14.6,0.0,,21.7,0.0,8.4,0.0,0.0,0.0,,9.4,0.0,,0.0,3.0,339.0,0.0,,104.4,0.0,1018610,1977,7,1977-07-01
193180,193180,VICTORIA INT'L A,48.647,-123.426,BC,15.5,0.0,-1.3,26.7,0.0,4.8,0.0,0.0,0.0,,10.7,0.0,60.0,0.0,4.0,324.0,0.0,102.0,78.2,1.6,1018620,1977,7,1977-07-01
193350,193350,PRINCE GEORGE A,53.891,-122.679,BC,14.1,0.0,-1.7,29.5,0.0,4.0,0.0,0.0,0.0,0.0,109.5,0.0,176.0,0.0,15.0,262.4,0.0,92.0,125.2,4.1,1096450,1977,7,1977-07-01
193420,193420,VANCOUVER HARBOUR CS,49.296,-123.122,BC,17.0,0.0,,25.3,0.0,10.4,0.0,0.0,0.0,,79.8,0.0,,,9.0,,,,44.5,12.2,1108446,1977,7,1977-07-01
193421,193421,VANCOUVER INT'L A,49.195,-123.182,BC,16.6,0.0,-1.4,25.0,0.0,7.9,0.0,0.0,0.0,,33.1,0.0,93.0,0.0,6.0,285.0,0.0,98.0,47.9,4.8,1108447,1977,7,1977-07-01
193644,193644,SAANICHTON CDA,48.698,-123.594,BC,18.0,0.0,0.9,31.1,0.0,8.3,0.0,0.0,0.0,,46.2,0.0,174.0,0.0,5.0,285.7,0.0,107.0,43.0,43.6,1016940,1977,8,1977-08-01
193653,193653,VICTORIA GONZALES HTS,48.417,-123.317,BC,16.2,0.0,,29.0,0.0,8.5,0.0,0.0,0.0,,29.0,0.0,,0.0,4.0,336.0,0.0,,71.5,14.3,1018610,1977,8,1977-08-01
193656,193656,VICTORIA INT'L A,48.647,-123.426,BC,17.1,0.0,0.3,32.0,0.0,7.0,0.0,0.0,0.0,,45.2,0.0,190.0,0.0,4.0,320.0,0.0,108.0,52.3,23.9,1018620,1977,8,1977-08-01
193828,193828,PRINCE GEORGE A,53.891,-122.679,BC,15.6,0.0,0.6,30.9,0.0,2.5,0.0,0.0,0.0,,52.2,0.0,101.0,0.0,7.0,293.7,0.0,112.0,85.0,9.4,1096450,1977,8,1977-08-01
193899,193899,VANCOUVER HARBOUR CS,49.296,-123.122,BC,19.2,0.0,,30.7,0.0,9.9,0.0,0.0,0.0,,64.4,0.0,,,6.0,,,,27.0,64.3,1108446,1977,8,1977-08-01
193900,193900,VANCOUVER INT'L A,49.195,-123.182,BC,18.8,0.0,0.8,30.5,0.0,8.2,0.0,0.0,0.0,,63.8,0.0,174.0,0.0,4.0,316.4,0.0,114.0,32.0,56.2,1108447,1977,8,1977-08-01
194123,194123,SAANICHTON CDA,48.698,-123.594,BC,13.0,0.0,-1.5,20.6,0.0,5.0,0.0,0.0,0.0,,44.3,0.0,149.0,0.0,8.0,156.9,0.0,75.0,149.0,0.0,1016940,1977,9,1977-09-01
194132,194132,VICTORIA GONZALES HTS,48.417,-123.317,BC,13.3,0.0,,22.2,0.0,7.8,0.0,0.0,0.0,,35.5,0.0,,0.0,5.0,179.1,0.0,,141.8,0.0,1018610,1977,9,1977-09-01
194135,194135,VICTORIA INT'L A,48.647,-123.426,BC,12.6,0.0,-1.6,21.8,0.0,4.9,0.0,0.0,0.0,,46.7,0.0,150.0,0.0,8.0,168.2,0.0,74.0,162.6,0.0,1018620,1977,9,1977-09-01
194305,194305,PRINCE GEORGE A,53.891,-122.679,BC,8.6,0.0,-1.7,21.6,0.0,-2.4,0.0,0.0,0.0,0.0,65.8,0.0,117.0,0.0,11.0,128.6,0.0,72.0,281.4,0.0,1096450,1977,9,1977-09-01
194377,194377,VANCOUVER HARBOUR CS,49.296,-123.122,BC,13.5,0.0,,19.7,0.0,7.1,0.0,0.0,0.0,,94.9,0.0,,,10.0,,,,134.7,0.0,1108446,1977,9,1977-09-01
194378,194378,VANCOUVER INT'L A,49.195,-123.182,BC,13.2,0.0,-1.6,20.0,0.0,5.3,0.0,0.0,0.0,,113.8,0.0,224.0,0.0,10.0,150.5,0.0,71.0,142.6,0.0,1108447,1977,9,1977-09-01
194598,194598,SAANICHTON CDA,48.698,-123.594,BC,4.3,0.0,-0.5,10.0,0.0,-2.8,0.0,13.1,0.0,161.0,122.8,0.0,85.0,0.0,17.0,31.3,0.0,52.0,424.0,0.0,1016940,1978,1,1978-01-01
194606,194606,VICTORIA GONZALES HTS,48.417,-123.317,BC,5.1,0.0,,10.4,0.0,-1.5,0.0,7.4,0.0,,48.4,0.0,,0.0,11.0,53.3,0.0,,398.5,0.0,1018610,1978,1,1978-01-01
194609,194609,VICTORIA INT'L A,48.647,-123.426,BC,3.8,0.0,-0.8,10.3,0.0,-6.0,0.0,11.8,0.0,108.0,122.8,0.0,86.0,0.0,16.0,28.9,0.0,41.0,440.2,0.0,1018620,1978,1,1978-01-01
194780,194780,PRINCE GEORGE A,53.891,-122.679,BC,-12.7,0.0,-4.8,2.0,0.0,-35.0,0.0,31.8,0.0,58.0,29.2,0.0,55.0,39.0,5.0,49.5,0.0,101.0,951.3,0.0,1096450,1978,1,1978-01-01
194851,194851,VANCOUVER HARBOUR CS,49.296,-123.122,BC,4.7,0.0,,10.8,0.0,-3.7,0.0,27.2,0.0,,136.2,0.0,,,17.0,,,,413.7,0.0,1108446,1978,1,1978-01-01
194852,194852,VANCOUVER INT'L A,49.195,-123.182,BC,3.5,0.0,-0.7,9.7,0.0,-7.8,0.0,22.6,0.0,205.0,125.5,0.0,75.0,0.0,16.0,36.2,0.0,60.0,450.2,0.0,1108447,1978,1,1978-01-01
195067,195067,SAANICHTON CDA,48.698,-123.594,BC,10.3,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,4.0,155.1,0.0,129.0,237.9,0.0,1016940,1978,10,1978-10-01
195075,195075,VICTORIA GONZALES HTS,48.417,-123.317,BC,11.5,0.0,,19.7,0.0,4.0,0.0,0.0,0.0,,13.3,0.0,,0.0,3.0,179.5,0.0,,202.3,0.0,1018610,1978,10,1978-10-01
195078,195078,VICTORIA INT'L A,48.647,-123.426,BC,10.3,0.0,0.4,20.2,0.0,0.2,0.0,0.0,0.0,0.0,16.6,0.0,19.0,0.0,4.0,171.8,0.0,126.0,237.7,0.0,1018620,1978,10,1978-10-01
195247,195247,PRINCE GEORGE A,53.891,-122.679,BC,6.3,0.0,1.8,18.8,0.0,-5.5,0.0,11.2,0.0,141.0,48.6,0.0,77.0,1.0,6.0,140.6,0.0,130.0,363.4,0.0,1096450,1978,10,1978-10-01
195317,195317,VANCOUVER HARBOUR CS,49.296,-123.122,BC,11.5,0.0,,20.5,0.0,3.7,0.0,0.0,0.0,,52.6,0.0,,,9.0,,,,200.5,0.0,1108446,1978,10,1978-10-01
195318,195318,VANCOUVER INT'L A,49.195,-123.182,BC,10.4,0.0,0.2,20.7,0.0,0.8,0.0,0.0,0.0,0.0,45.4,0.0,38.0,0.0,7.0,156.9,0.0,130.0,234.3,0.0,1108447,1978,10,1978-10-01
195529,195529,SAANICHTON CDA,48.698,-123.594,BC,4.4,0.0,-2.3,13.5,0.0,-3.5,0.0,0.0,0.0,0.0,108.9,0.0,70.0,0.0,11.0,67.7,0.0,103.0,409.2,0.0,1016940,1978,11,1978-11-01
195537,195537,VICTORIA GONZALES HTS,48.417,-123.317,BC,5.3,0.0,,12.2,0.0,-1.7,0.0,2.0,0.0,,108.0,0.0,,0.0,11.0,94.0,0.0,,381.3,0.0,1018610,1978,11,1978-11-01
195540,195540,VICTORIA INT'L A,48.647,-123.426,BC,4.0,0.0,-2.3,14.1,0.0,-5.4,0.0,0.4,0.0,8.0,95.1,0.0,62.0,0.0,11.0,85.4,0.0,117.0,419.0,0.0,1018620,1978,11,1978-11-01
195709,195709,PRINCE GEORGE A,53.891,-122.679,BC,-5.9,0.0,-3.4,14.9,0.0,-32.0,0.0,40.5,0.0,112.0,46.1,0.0,83.0,15.0,8.0,70.6,0.0,138.0,716.1,0.0,1096450,1978,11,1978-11-01
195777,195777,VANCOUVER HARBOUR CS,49.296,-123.122,BC,5.1,0.0,,13.2,0.0,-2.3,0.0,0.4,0.0,,151.4,0.0,,,13.0,,,,387.0,0.0,1108446,1978,11,1978-11-01
195778,195778,VANCOUVER INT'L A,49.195,-123.182,BC,4.1,0.0,-2.2,13.1,0.0,-6.7,0.0,1.4,0.0,44.0,127.3,0.0,67.0,0.0,12.0,86.9,0.0,144.0,417.1,0.0,1108447,1978,11,1978-11-01
195988,195988,SAANICHTON CDA,48.698,-123.594,BC,2.7,0.0,-1.7,11.5,0.0,-8.0,0.0,0.0,0.0,0.0,58.0,0.0,41.0,0.0,10.0,67.5,0.0,141.0,473.3,0.0,1016940,1978,12,1978-12-01
195996,195996,VICTORIA GONZALES HTS,48.417,-123.317,BC,3.4,0.0,,10.3,0.0,-10.0,0.0,3.6,0.0,,29.1,0.0,,1.0,10.0,98.8,0.0,,452.4,0.0,1018610,1978,12,1978-12-01
195999,195999,VICTORIA INT'L A,48.647,-123.426,BC,2.3,0.0,-1.7,12.5,0.0,-10.7,0.0,1.7,0.0,12.0,64.5,0.0,45.0,0.0,13.0,103.1,0.0,175.0,487.1,0.0,1018620,1978,12,1978-12-01
196165,196165,PRINCE GEORGE A,53.891,-122.679,BC,-11.1,0.0,-3.9,3.5,0.0,-42.2,0.0,58.8,0.0,123.0,50.4,0.0,115.0,30.0,13.0,65.1,0.0,149.0,903.1,0.0,1096450,1978,12,1978-12-01
196233,196233,VANCOUVER HARBOUR CS,49.296,-123.122,BC,2.7,0.0,,8.9,0.0,-10.6,0.0,8.6,0.0,,136.0,0.0,,,14.0,,,,475.1,0.0,1108446,1978,12,1978-12-01
196234,196234,VANCOUVER INT'L A,49.195,-123.182,BC,2.0,0.0,-1.6,9.3,0.0,-13.5,0.0,2.8,0.0,19.0,94.3,0.0,58.0,0.0,13.0,93.5,0.0,166.0,496.0,0.0,1108447,1978,12,1978-12-01
196447,196447,SAANICHTON CDA,48.698,-123.594,BC,5.8,0.0,0.5,12.2,0.0,-1.1,0.0,8.9,0.0,215.0,78.7,0.0,88.0,0.0,16.0,73.8,0.0,88.0,341.1,0.0,1016940,1978,2,1978-02-01
196455,196455,VICTORIA GONZALES HTS,48.417,-123.317,BC,6.4,0.0,,11.6,0.0,0.3,0.0,5.7,0.0,,35.5,0.0,,0.0,11.0,84.2,0.0,,323.7,0.0,1018610,1978,2,1978-02-01
196458,196458,VICTORIA INT'L A,48.647,-123.426,BC,5.2,0.0,0.1,12.3,0.0,-3.7,0.0,28.9,0.0,457.0,82.8,0.0,93.0,0.0,16.0,82.2,0.0,86.0,358.3,0.0,1018620,1978,2,1978-02-01
196629,196629,PRINCE GEORGE A,53.891,-122.679,BC,-5.0,0.0,0.0,10.3,0.0,-35.6,0.0,8.2,0.0,29.0,7.6,0.0,26.0,21.0,2.0,94.0,0.0,112.0,643.4,0.0,1096450,1978,2,1978-02-01
196700,196700,VANCOUVER HARBOUR CS,49.296,-123.122,BC,6.3,0.0,,13.1,0.0,-1.2,0.0,6.4,0.0,,118.8,0.0,,,15.0,,,,328.9,0.0,1108446,1978,2,1978-02-01
196701,196701,VANCOUVER INT'L A,49.195,-123.182,BC,5.5,0.0,0.6,13.0,0.0,-3.3,0.0,16.7,0.0,265.0,94.8,0.0,91.0,0.0,13.0,77.9,0.0,86.0,348.8,0.0,1108447,1978,2,1978-02-01
196921,196921,SAANICHTON CDA,48.698,-123.594,BC,7.5,0.0,0.4,15.0,0.0,-0.6,0.0,0.0,0.0,0.0,62.0,0.0,78.0,0.0,14.0,115.3,0.0,89.0,324.7,0.0,1016940,1978,3,1978-03-01
196929,196929,VICTORIA GONZALES HTS,48.417,-123.317,BC,8.2,0.0,,15.0,0.0,1.0,0.0,0.0,0.0,,29.1,0.0,,0.0,8.0,139.1,0.0,,304.7,0.0,1018610,1978,3,1978-03-01
196932,196932,VICTORIA INT'L A,48.647,-123.426,BC,7.0,0.0,0.2,15.5,0.0,-2.9,0.0,0.0,0.0,0.0,65.5,0.0,84.0,0.0,12.0,119.2,0.0,82.0,341.3,0.0,1018620,1978,3,1978-03-01
197102,197102,PRINCE GEORGE A,53.891,-122.679,BC,0.2,0.0,0.4,11.9,0.0,-18.8,0.0,18.8,0.0,91.0,53.3,0.0,179.0,0.0,10.0,144.6,0.0,94.0,552.1,0.0,1096450,1978,3,1978-03-01
197173,197173,VANCOUVER HARBOUR CS,49.296,-123.122,BC,8.0,0.0,,14.3,0.0,-0.3,0.0,0.0,0.0,,121.9,0.0,,,14.0,,,,310.8,0.0,1108446,1978,3,1978-03-01
197174,197174,VANCOUVER INT'L A,49.195,-123.182,BC,7.3,0.0,0.4,14.6,0.0,-3.1,0.0,0.0,0.0,0.0,94.1,0.0,83.0,0.0,14.0,123.6,0.0,92.0,332.5,0.0,1108447,1978,3,1978-03-01
197393,197393,SAANICHTON CDA,48.698,-123.594,BC,9.2,0.0,-0.1,18.3,0.0,1.7,0.0,0.0,0.0,,41.6,0.0,81.0,0.0,9.0,135.4,0.0,80.0,263.8,0.0,1016940,1978,4,1978-04-01
197401,197401,VICTORIA GONZALES HTS,48.417,-123.317,BC,9.6,0.0,,16.6,0.0,3.8,0.0,0.0,0.0,,22.3,0.0,,0.0,6.0,180.6,0.0,,252.6,0.0,1018610,1978,4,1978-04-01
197404,197404,VICTORIA INT'L A,48.647,-123.426,BC,8.7,0.0,-0.3,18.0,0.0,-0.1,0.0,0.0,0.0,0.0,40.4,0.0,84.0,0.0,9.0,142.8,0.0,75.0,278.0,0.0,1018620,1978,4,1978-04-01
197574,197574,PRINCE GEORGE A,53.891,-122.679,BC,5.9,0.0,0.9,19.3,0.0,-5.0,0.0,0.2,0.0,3.0,18.4,0.0,51.0,0.0,5.0,193.1,0.0,94.0,361.7,0.0,1096450,1978,4,1978-04-01
197645,197645,VANCOUVER HARBOUR CS,49.296,-123.122,BC,9.6,0.0,,18.3,0.0,2.5,0.0,0.0,0.0,,114.4,0.0,,,17.0,,,,253.2,0.0,1108446,1978,4,1978-04-01
197646,197646,VANCOUVER INT'L A,49.195,-123.182,BC,9.2,0.0,-0.2,16.8,0.0,1.4,0.0,0.0,0.0,0.0,101.8,0.0,115.0,0.0,14.0,132.3,0.0,72.0,265.3,0.0,1108447,1978,4,1978-04-01
197864,197864,SAANICHTON CDA,48.698,-123.594,BC,11.6,0.0,-0.6,25.6,0.0,1.7,0.0,0.0,0.0,,27.5,0.0,66.0,0.0,7.0,272.6,0.0,122.0,197.5,0.0,1016940,1978,5,1978-05-01
197872,197872,VICTORIA GONZALES HTS,48.417,-123.317,BC,11.7,0.0,,24.7,0.0,4.3,0.0,0.0,0.0,,15.4,0.0,,0.0,7.0,320.5,0.0,,195.7,0.0,1018610,1978,5,1978-05-01
197875,197875,VICTORIA INT'L A,48.647,-123.426,BC,11.0,0.0,-1.0,26.0,0.0,1.1,0.0,0.0,0.0,,42.3,0.0,113.0,0.0,8.0,287.4,0.0,119.0,215.5,0.0,1018620,1978,5,1978-05-01
198042,198042,PRINCE GEORGE A,53.891,-122.679,BC,8.6,0.0,-1.4,24.7,0.0,-4.4,0.0,1.0,0.0,52.0,44.5,0.0,91.0,0.0,10.0,249.0,0.0,101.0,290.1,0.0,1096450,1978,5,1978-05-01
